;Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
149;150;Орск;Orenburg;Orsk;"[ 0.67474854  0.51382065  0.37055905  0.25619498  0.          0.12809749
  0.          0.18765943  0.16164104  0.          0.          0.
  0.         -0.         -0.          0.416288   -0.         -0.
  0.08717673 -0.          0.15195333 -0.          0.11929279 -0.
  0.03478096  0.23415149  0.57621573  1.03546646]";[0.5902471523426646, 0.4482086841653373, 0.3752175970110224, 0.34078356422928907, 0.07490209225206922, 0.2389295263080346, 0.10672265435846064, 0.19541247304255374, 0.13418184647737086, 0.0, 0.042287851283896345, 0.07490209225206922, 0.0, 0.0, 0.0, 0.2916940914278868, 0.03327876275957478, 0.008079156193610477, 0.07721843234681862, 0.0, 0.13076376546852764, 0.02179938924000594, 0.13432505144289575, 0.0, 0.017390478003699278, 0.1170757468940574, 0.38768012430971016, 0.7072699200769994]
150;151;Казань;Tatarstan;Kazan';"[ 0.44660985  0.36987613  0.37117228  0.43953101  0.19293064  0.37039761
  0.15369622  0.2148581   0.14666347  0.04626717  0.15369622  0.20322011
  0.         -0.          0.45482719 -0.          0.20453881  0.14727937
  0.0413008   0.21650524 -0.         -0.         -0.          0.10775876
 -0.         -0.         -0.          0.02965312]";[0.45770433597655424, 0.34164008632446147, 0.423172360215018, 0.32407039046403163, 0.15729894984914342, 0.3423191223105903, 0.23495774999780536, 0.2604586247425612, 0.12074116269680674, 0.06577423784567205, 0.17629472558334247, 0.16277712926357712, 0.031768478353409256, 0.061171799477062645, 0.15160906417784034, 0.0846077331443331, 0.06817960188725908, 0.049093124071890794, 0.09761473694181744, 0.08701578897845465, 0.042971534181568675, 0.0881574558594833, 0.036397802771632855, 0.04724202675782174, 0.0897667083383895, 0.0, 0.041201168942582696, 0.09325220012818307]
151;152;Сургут;Khanty-Mansi;;"[ 0.44601911  0.36809655  0.37498367  0.41793113  0.2201107   0.36971635
  0.17250779  0.2342446   0.17250779  0.          0.15051354  0.16766356
  0.         -0.          0.52442732 -0.          0.20890414  0.25079893
 -0.          0.35640452 -0.         -0.         -0.          0.3252232
 -0.          0.03906443 -0.         -0.        ]";[0.5530069752371848, 0.3985598917858061, 0.4570469326472898, 0.24677904584328267, 0.06886623902475089, 0.22101264066175438, 0.16120106647884627, 0.2338725909943718, 0.09120418011125728, 0.018912539184628308, 0.047783919972204436, 0.05299359818497, 0.0, 0.021220416403574836, 0.05894699862043251, 0.1866871378388894, 0.04903992663555692, 0.04004143795446443, 0.08924972482013263, 0.10865318554095764, 0.05703333004596469, 0.0768396256305062, 0.06503608461233763, 0.15550537170575113, 0.1489899197844621, 0.0917974356625922, 0.19499289694099323, 0.4657839987720351]
152;153;Симферополь (Крым);Crimea;Simferopolska;"[ 0.42601126  0.34856979  0.36706488  0.41728294  0.23921312  0.37382524
  0.18726694  0.23135125  0.16313132  0.08816861  0.18019297  0.18382826
  0.04408431 -0.          0.39982503 -0.          0.18008211  0.11614394
  0.09522849  0.1727353  -0.         -0.         -0.          0.06981673
 -0.         -0.         -0.          0.01534907]";[0.4260112648321622, 0.3485697946033665, 0.36706487601050075, 0.4172829379176473, 0.23921312279956133, 0.373825238780457, 0.18726694178282918, 0.2313512490574185, 0.16313132158562663, 0.08816861454917865, 0.18019296786714592, 0.1838282550755752, 0.04408430727458933, 0.0, 0.3998250305363585, 0.0, 0.1800821086817653, 0.1161439441598942, 0.09522848683445732, 0.17273529661858536, 0.0, 0.0, 0.0, 0.0698167317227511, 0.0, 0.0, 0.0, 0.015349070334541817]
153;154;Белоярский;Khanty-Mansi;Beloyarskiy;"[ 0.5866414   0.43769135  0.42606916  0.34668549  0.          0.28184299
  0.17471623  0.20276839  0.10712676  0.          0.          0.
  0.         -0.         -0.          0.19806591  0.04762901 -0.
 -0.         -0.          0.11366216  0.11325152  0.16457611 -0.
  0.13327186 -0.          0.41373028  0.34732592]";[0.5530069752371848, 0.3985598917858061, 0.4570469326472898, 0.24677904584328267, 0.06886623902475089, 0.22101264066175438, 0.16120106647884627, 0.2338725909943718, 0.09120418011125728, 0.018912539184628308, 0.047783919972204436, 0.05299359818497, 0.0, 0.021220416403574836, 0.05894699862043251, 0.1866871378388894, 0.04903992663555692, 0.04004143795446443, 0.08924972482013263, 0.10865318554095764, 0.05703333004596469, 0.0768396256305062, 0.06503608461233763, 0.15550537170575113, 0.1489899197844621, 0.0917974356625922, 0.19499289694099323, 0.4657839987720351]
154;155;Верхневилюйск;Sakha;;"[ 0.          0.          0.84177439  0.          0.          0.
  0.38171709  0.38171709  0.          0.          0.          0.
  0.          0.20642288 -0.         -0.          0.12304924 -0.
  0.45943349  0.9353474  -0.          0.21406314 -0.          1.1334903
  0.60817525 -0.         -0.         -0.        ]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
155;156;Махачкала;Dagestan;Makhachkala;"[ 0.4572272   0.36357188  0.37285878  0.40067838  0.21528106  0.34633088
  0.19605237  0.24506546  0.16281797  0.09802618  0.14703927  0.19148879
  0.          0.0744982  -0.          0.16517099 -0.         -0.
  0.19184378 -0.          0.12016246  0.19067398  0.05902973 -0.
 -0.         -0.         -0.          0.31767292]";[0.45722719765550457, 0.3635718839411419, 0.3728587766313992, 0.4006783803669781, 0.21528105567784248, 0.3463308759395558, 0.1960523659436679, 0.24506545742958488, 0.1628179656243522, 0.09802618297183395, 0.14703927445775095, 0.191488786188029, 0.0, 0.07449820119120013, 0.0, 0.1651709853080096, 0.0, 0.0, 0.19184377828131322, 0.0, 0.12016246172040222, 0.1906739776628623, 0.05902972696348606, 0.0, 0.0, 0.0, 0.0, 0.3176729163539823]
156;157;Калуга;Kaluga;Kaluga;"[ 0.73052465  0.4061093   0.43954739  0.32894843  0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.60102244  0.17871741 -0.
  0.19063152 -0.         -0.         -0.          0.0166645  -0.
  0.22490888  0.38572876  0.19434797  1.12752529]";[0.730524645633213, 0.4061093048142986, 0.4395473873975837, 0.328948428933282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.601022438152137, 0.1787174083575563, 0.0, 0.19063151693129085, 0.0, 0.0, 0.0, 0.016664497295487142, 0.0, 0.22490887837793708, 0.38572876270266915, 0.19434796595041087, 1.1275252877778867]
157;158;Воронеж;Voronezh;Voronezh;"[ 0.43541777  0.37086803  0.35026363  0.39905308  0.22302519  0.36857396
  0.19172003  0.24615094  0.18761764  0.09380882  0.14868346  0.19924653
  0.04690441  0.03290525  0.06404675  0.07228742 -0.          0.00202717
  0.09793978 -0.          0.08770147  0.22349933 -0.         -0.
 -0.         -0.         -0.          0.23993584]";[0.43541777412686666, 0.37086803146530545, 0.3502636259640227, 0.39905308062236267, 0.2230251887822705, 0.36857395555382166, 0.19172002942143057, 0.24615093919023048, 0.1876176365315009, 0.09380881826575045, 0.14868345918818032, 0.19924653005735526, 0.046904409132875226, 0.03290525363734843, 0.06404675110575014, 0.07228742386686679, 0.0, 0.0020271749074589986, 0.09793978166642792, 0.0, 0.08770147008468265, 0.22349932894283028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23993584441686236]
158;159;Нижний Новгород;Nizhny Novgorod;Nizhniy Novgorod;"[ 0.45717467  0.37627969  0.35586162  0.44408909  0.21801551  0.3724513
  0.14458662  0.19699748  0.14458662  0.04819554  0.14458662  0.1882947
  0.         -0.          0.28181092  0.01640149  0.1113062   0.09778641
  0.03442362  0.02118304 -0.         -0.          0.02394546 -0.
 -0.         -0.         -0.          0.17481394]";[0.6583961256742636, 0.32984853862590524, 0.39049385090784805, 0.22204454285601105, 0.10900775558620254, 0.18622564967252617, 0.07229330999230067, 0.09849873942150696, 0.07229330999230067, 0.024097769997433554, 0.07229330999230067, 0.09414735097811028, 0.0, 0.0, 0.14090546027973186, 0.2565799558973754, 0.06704416338342502, 0.04889320654603552, 0.1412760633721447, 0.010591521813144296, 0.0, 0.0, 0.065909983705281, 0.0, 0.11696918891514431, 0.10701435463906091, 0.045322049743132045, 0.6145489315489109]
159;160;Геленджик;Krasnodar;Gelendzhik;"[ 0.4446924   0.37551948  0.40117257  0.3030571   0.21456077  0.33028975
  0.24784467  0.27899245  0.22848293  0.08005569  0.18107472  0.14179814
  0.05050952  0.26676933 -0.          0.0551619  -0.         -0.
 -0.         -0.          0.10240668  0.35959766  0.21264159 -0.
  0.24312452 -0.          0.20271429 -0.        ]";[0.45501132936949173, 0.37180412391441575, 0.3697548432302425, 0.38941274899239703, 0.21123778109599545, 0.3583799487270082, 0.16445260994709987, 0.22939355921635396, 0.1940568307675571, 0.04682827193240591, 0.16544873086869555, 0.17012599278878077, 0.03944172862236948, 0.09437814718202603, 0.338971218314621, 0.03764812252717204, 0.14914175728874, 0.12059743506641857, 0.016486342376021992, 0.2674833613239002, 0.05469544842837564, 0.11366994931425205, 0.053160396508774695, 0.29382023608790775, 0.06078112982472114, 0.0, 0.050678571855533906, 0.07075416107619201]
160;161;Улан-Удэ;Buryat;Ulan-Ude;"[ 0.45764134  0.38143264  0.37922656  0.33184603  0.2082786   0.33039024
  0.21938661  0.2758898   0.22594199  0.09989561  0.1291132   0.18482884
  0.04994781  0.4002558  -0.          0.05900995 -0.          0.039174
 -0.         -0.          0.11264805  0.59935675  0.27029524 -0.
  0.39534361  0.10134367  0.25001653 -0.        ]";[0.6797125207793979, 0.47040378957959633, 0.37897507535254193, 0.08296150858483585, 0.05206965035421816, 0.10792386290246034, 0.05484665368555182, 0.1091136901015338, 0.056485497778991735, 0.02497390256957047, 0.0322783008195017, 0.046207210492712224, 0.012486951284785235, 0.10006395010825735, 0.0, 0.35805626116621897, 0.0, 0.009793499902779442, 0.27231422546538486, 0.0, 0.0281620119223253, 0.14983918837098084, 0.09071416152161878, 0.04232943884864975, 0.12635622016890644, 0.24898149170887499, 0.17335775990074348, 0.848462429172687]
161;162;Курган;Kurgan;Ketovskiy;"[ 0.5416644   0.50694129  0.36112803  0.10987226  0.06932167  0.26393222
  0.19461055  0.31783728  0.2772867   0.06932167  0.          0.10987226
  0.         -0.         -0.          0.19075483 -0.         -0.
  0.21683879 -0.          0.07488647  0.25234804  0.17051301 -0.
  0.31035568  0.18647779  0.54288135  0.29294748]";[0.5416643995993716, 0.5069412949222363, 0.361128032700238, 0.10987225522844786, 0.06932167491562488, 0.2639322201952815, 0.19461054527965665, 0.3178372799753226, 0.2772866996624995, 0.06932167491562488, 0.0, 0.10987225522844786, 0.0, 0.0, 0.0, 0.19075483404673377, 0.0, 0.0, 0.21683878975688778, 0.0, 0.07488647379310073, 0.25234804035152786, 0.17051300980911183, 0.0, 0.31035567545971426, 0.18647778939792353, 0.5428813483054399, 0.2929474825850799]
162;163;Петрозаводск;Karelia;Petrozavodskiy;"[ 0.52574442  0.4001834   0.45817212  0.28896551  0.14110894  0.31892869
  0.22488428  0.27490732  0.09632184  0.          0.09632184  0.06077231
  0.          0.00364465 -0.          0.17548249 -0.         -0.
  0.0775297  -0.          0.04098074 -0.          0.07679512 -0.
  0.16459891 -0.          0.2911673   0.32801589]";[0.5257444220246339, 0.40018340284864773, 0.45817211978278755, 0.28896551203896675, 0.1411089411792612, 0.31892869397553886, 0.2248842811602673, 0.27490732352284913, 0.09632183734632226, 0.0, 0.09632183734632226, 0.0607723131004651, 0.0, 0.003644648133116261, 0.0, 0.1754824888896928, 0.0, 0.0, 0.07752970446375351, 0.0, 0.04098073939422926, 0.0, 0.07679511946648121, 0.0, 0.16459890578896597, 0.0, 0.29116730096145915, 0.3280158860667123]
163;164;Усть-Цильма;Komi;Ust'-Tsilemskiy;"[ 0.77635011  0.46367796  0.42694642  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.50158802 -0.         -0.
  0.35270884 -0.         -0.         -0.         -0.          0.26494486
  0.17277565  0.33153397  0.08241152  1.17599454]";[0.5848218192751015, 0.40824748273452033, 0.3947798687965651, 0.21130588522013832, 0.10228246377631663, 0.22169635488414147, 0.1421854779135465, 0.2328852705286691, 0.15171883047693385, 0.04826484959859539, 0.04695841440087177, 0.09889744708849794, 0.0, 0.07972992565649528, 0.024073949494363867, 0.23448674349246942, 0.024930488227958545, 0.013761970637517407, 0.10574112325608045, 0.00609729158705965, 0.06327851711219097, 0.13619646045918796, 0.1267829489918035, 0.05298897173967433, 0.18061141697349148, 0.11372422367371533, 0.2938037044459142, 0.4832165259780127]
164;165;Ванавара;Krasnoyarsk;Evenkiysky District;"[ 0.85961759  0.28341739  0.42512609  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49675842  0.02278213 -0.
  0.2481285  -0.         -0.         -0.          0.1078745  -0.
  0.23393838  0.21402871  0.0906441   1.05428392]";[0.7537177243935558, 0.3258730662466827, 0.4217448793990444, 0.062350824292711084, 0.03475118201144362, 0.0675603153041036, 0.035825367078433965, 0.06012802433262702, 0.06012241060004339, 0.015170835373402192, 0.02866169285971684, 0.02797654780621649, 0.0, 0.06464313243445184, 0.07523052194135847, 0.37256064067874006, 0.07846458080049817, 0.09341770768199581, 0.19301602752117242, 0.11312795381595127, 0.02679149916411122, 0.09478201865783036, 0.09335848660447826, 0.22211981824170476, 0.21424701642732247, 0.18678079986640883, 0.15933242215542345, 0.8386605882345529]
165;166;Игрим;Khanty-Mansi;;"[ 0.51712713  0.26925674  0.66735152  0.          0.          0.
  0.23192513  0.40116457  0.          0.          0.          0.
  0.         -0.         -0.          0.05041806 -0.         -0.
  0.04467586  0.45323408 -0.         -0.         -0.          0.73384791
  0.31140081 -0.         -0.          0.58101584]";[0.5530069752371848, 0.3985598917858061, 0.4570469326472898, 0.24677904584328267, 0.06886623902475089, 0.22101264066175438, 0.16120106647884627, 0.2338725909943718, 0.09120418011125728, 0.018912539184628308, 0.047783919972204436, 0.05299359818497, 0.0, 0.021220416403574836, 0.05894699862043251, 0.1866871378388894, 0.04903992663555692, 0.04004143795446443, 0.08924972482013263, 0.10865318554095764, 0.05703333004596469, 0.0768396256305062, 0.06503608461233763, 0.15550537170575113, 0.1489899197844621, 0.0917974356625922, 0.19499289694099323, 0.4657839987720351]
166;167;Магадан;Magadan;Magadan;"[ 0.45070924  0.36978966  0.37307968  0.33889858  0.21762393  0.33889858
  0.21453868  0.26420742  0.21762393  0.12435989  0.17802436  0.16642971
  0.07625092  0.81751876  0.18803395 -0.          0.09114566  0.30500519
 -0.          0.48531438 -0.          0.87267737  0.22497432  0.48936978
  0.75072749  0.24270986 -0.         -0.        ]";[0.7245788289634506, 0.4365031605250376, 0.40027015924119463, 0.06777971500241688, 0.04352478509610177, 0.06777971500241688, 0.04290773614630323, 0.05284148379509838, 0.04352478509610177, 0.024871978856113648, 0.035604871793015073, 0.0332859413043375, 0.015250184014147924, 0.1635037526350551, 0.037606790059714026, 0.3938261351186319, 0.018229131587176158, 0.06100103858595139, 0.30614572665708245, 0.09706287613319678, 0.0, 0.17453547391928112, 0.04499486499653055, 0.20751656690671152, 0.18921064713691046, 0.2708589092647434, 0.07201866793602657, 1.017303477746018]
167;168;Омолон;Magadan;Severo-Evenskiy;"[ 0.79304623  0.45318154  0.40706778  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.49228267 -0.         -0.
  0.38268216 -0.         -0.         -0.         -0.          0.13705326
  0.04883144  0.27789617  0.09002333  1.27162935]";[0.7245788289634506, 0.4365031605250376, 0.40027015924119463, 0.06777971500241688, 0.04352478509610177, 0.06777971500241688, 0.04290773614630323, 0.05284148379509838, 0.04352478509610177, 0.024871978856113648, 0.035604871793015073, 0.0332859413043375, 0.015250184014147924, 0.1635037526350551, 0.037606790059714026, 0.3938261351186319, 0.018229131587176158, 0.06100103858595139, 0.30614572665708245, 0.09706287613319678, 0.0, 0.17453547391928112, 0.04499486499653055, 0.20751656690671152, 0.18921064713691046, 0.2708589092647434, 0.07201866793602657, 1.017303477746018]
168;169;Советский;Khanty-Mansi;Sovetskiy;"[ 0.73739196  0.41812156  0.41281892  0.33317863  0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.          0.0337167   0.56103623  0.16640617 -0.
  0.15055799 -0.         -0.         -0.          0.0119699  -0.
  0.12856045  0.35576118  0.15983884  1.09659664]";[0.5530069752371848, 0.3985598917858061, 0.4570469326472898, 0.24677904584328267, 0.06886623902475089, 0.22101264066175438, 0.16120106647884627, 0.2338725909943718, 0.09120418011125728, 0.018912539184628308, 0.047783919972204436, 0.05299359818497, 0.0, 0.021220416403574836, 0.05894699862043251, 0.1866871378388894, 0.04903992663555692, 0.04004143795446443, 0.08924972482013263, 0.10865318554095764, 0.05703333004596469, 0.0768396256305062, 0.06503608461233763, 0.15550537170575113, 0.1489899197844621, 0.0917974356625922, 0.19499289694099323, 0.4657839987720351]
169;170;Мама;;;"[ 0.87740125  0.37944506  0.29357877  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.51699541 -0.         -0.
  0.17622841 -0.         -0.         -0.          0.13820137 -0.
  0.21392405  0.27267753  0.35424941  1.1125006 ]";
170;171;Салехард;Yamalo-Nenets;Salekhard;"[ 0.41410539  0.34500705  0.35500369  0.38499727  0.20344962  0.36127692
  0.24442396  0.23210186  0.19717639  0.15155407  0.20917663  0.19717639
  0.07230967  0.08354181 -0.          0.0762047  -0.         -0.
  0.08720824 -0.          0.10148044  0.24639996 -0.         -0.
 -0.         -0.         -0.          0.12716119]";[0.43949330472901443, 0.3675271983175075, 0.3585335285769424, 0.3707103823475738, 0.20273960871783883, 0.357552181802588, 0.19397204023101272, 0.251583136734003, 0.21407945439239226, 0.09946200236547595, 0.16333462198754445, 0.2035438791802047, 0.037155211169919225, 0.11126981324181706, 0.04045407884595622, 0.10001215673038544, 0.012246843334990428, 0.0057795560759028135, 0.08571550278933976, 0.0, 0.1076488791138858, 0.20448445222502437, 0.10117581808892112, 0.0, 0.006204860653012625, 0.024898095989124944, 0.13220994439183528, 0.11499278285771544]
171;172;Нюрба;Sakha;Nyurbinskiy (Leninskiy);"[ 0.82970921  0.37810409  0.41063356  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.         -0.         -0.          0.5064321  -0.         -0.
  0.37400039 -0.         -0.         -0.          0.0925614  -0.
  0.09535602  0.27156329  0.02014711  1.19128091]";[0.656277779083061, 0.34718699095026795, 0.4735050100231168, 0.061809252660250086, 0.02712064092916293, 0.07873439292377876, 0.1022909930060047, 0.1332956332958204, 0.042570522737523535, 0.006482320251983309, 0.026003037335561075, 0.013570032975275854, 0.0039689893314037794, 0.09953900202108407, 0.047992471608334634, 0.32745615760560187, 0.01829217772915762, 0.06892315259914072, 0.29538610026526274, 0.15948007988313612, 0.04427072372719436, 0.10877998018643308, 0.09096118270108326, 0.18480658075029235, 0.16046884669619865, 0.17977665103642712, 0.1165481136985159, 0.8139049751858033]
172;173;Пермь;Perm;Perm';"[ 0.40843656  0.3546408   0.35300572  0.38025833  0.22982487  0.3498521
  0.22091144  0.26276073  0.22640887  0.11320444  0.19235475  0.1981024
  0.06941098  0.05229827  0.14216942 -0.          0.02096243  0.04625718
  0.04091681 -0.          0.05242088  0.23947831 -0.         -0.
 -0.         -0.         -0.         -0.        ]";[0.4084365629633591, 0.354640797456129, 0.35300571842387246, 0.38025832596335624, 0.22982487341284902, 0.3498520972649321, 0.22091144303274668, 0.2627607254377367, 0.22640887397294562, 0.11320443698647281, 0.1923547520603595, 0.19810240352268133, 0.06941098274685005, 0.05229827320728207, 0.1421694183818731, 0.0, 0.02096242791614055, 0.04625718451513382, 0.04091681241105667, 0.0, 0.052420881835382314, 0.23947830645519766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
