;Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
313;314;Андреаполь;Tver;Andreapol'skiy;"[ 0.          0.72433404  0.          0.          0.          0.
  0.          0.6894492   0.          0.          0.          0.
  0.          0.09210062 -0.          0.52100721 -0.          0.47829795
  0.07615613 -0.         -0.          1.34641594  0.87610312  1.08511334
  2.23232189  0.46151666 -0.         -0.        ]";[0.40127042834449916, 0.6791372616648969, 0.02717771923507796, 0.0437571484680196, 0.035663199651483714, 0.0, 0.06616670007656437, 0.4044517415688575, 0.0, 0.03242051310393563, 0.003862996629568856, 0.0, 0.0, 0.05822040805154264, 0.06903423646110976, 0.2052113613116169, 0.05753615984884048, 0.20692398424478783, 0.5194099700715136, 0.15419875175592435, 0.06495851318194772, 0.6978350262586968, 0.6256853549769732, 0.7877004841418688, 0.9230314868679069, 0.5948425001120895, 0.06612207779032753, 0.11712589389371139]
314;315;Кугеси;Chuvash;Cheboksarskiy;"[ 0.          0.62033828  0.          0.          0.47995921  0.
  0.          0.62033828  0.          0.          0.          0.
  0.          0.29066833 -0.          0.39802076 -0.          0.30842881
 -0.         -0.         -0.          0.84534961  0.75872254  0.77165243
  1.4530052  -0.         -0.         -0.        ]";[0.15329545777723222, 0.6323863800565103, 0.038734938090578076, 0.024384883187739133, 0.2387630010486032, 0.0, 0.12775718133264635, 0.5875962924803798, 0.0, 0.017372141296524514, 0.04369662311121876, 0.029556492607481593, 0.0, 0.16747857494232524, 0.051643815471179154, 0.2772776957553357, 0.025521638444056437, 0.26326235071426346, 0.3678109135758362, 0.07520115302571741, 0.04560375751250712, 0.668537611991208, 0.5606641836828016, 0.8470349874617131, 1.1093705029494965, 0.4314297928785833, 0.04433749976483304, 0.033055412736629555]
315;316;Краснодар;Krasnodar;Krasnodar;"[ 0.36170218  0.40154476  0.28808488  0.23259668  0.3140986   0.17904024
  0.33646838  0.31787263  0.18421317  0.22183655  0.30410978  0.21886578
  0.0483835  -0.          1.04120036  0.00328726  0.18103131 -0.
 -0.          0.15911091  0.84607591 -0.         -0.         -0.
 -0.         -0.         -0.          0.97272106]";[0.20358954260884107, 0.6026772751143158, 0.04416642734344609, 0.012997540516998531, 0.20717311946317288, 0.01269991559706523, 0.10937170321564406, 0.5323140127274352, 0.02540170042685203, 0.08642522361201681, 0.08540516001354657, 0.03680010487006728, 0.0020159793319283015, 0.13435780173765202, 0.04338334852319017, 0.23855922522214934, 0.022620599531494198, 0.31281321652110666, 0.4345059483900999, 0.07947544702662777, 0.05119575042564706, 0.7326899354687476, 0.45988401320080047, 0.7500024104223747, 1.1129719842874206, 0.6446529766036353, 0.015369157433238106, 0.057197839996817545]
316;317;Томск;;;"[ 0.44853785  0.50006798  0.29097996  0.29097996  0.29097996  0.14895731
  0.34586816  0.33213247  0.          0.19252453  0.          0.07447865
  0.         -0.          1.24505487 -0.          0.57927261 -0.
 -0.          1.05413982  0.82077205 -0.         -0.         -0.
 -0.         -0.          1.29719089  1.12828109]";
317;318;Менделеевск;Tatarstan;;"[ 0.          0.70777657  0.          0.          0.25540033  0.
  0.          0.65865241  0.          0.          0.          0.
  0.          0.23378562 -0.          0.44282841 -0.          0.40351936
  0.15427827 -0.         -0.          1.07702115  0.75846721  1.0118148
  1.74651451  0.32911026 -0.         -0.        ]";[0.16498343813789354, 0.6483341737687999, 0.05873343206463546, 0.043899351236048066, 0.2593036117922224, 0.014230447140472646, 0.1091491988309554, 0.5565984081498823, 0.0, 0.061356506944522625, 0.03197506319300129, 0.008965979964943646, 0.0, 0.15215927536395504, 0.18330231686799614, 0.2894093213908159, 0.1228745865994647, 0.26436847372241534, 0.2142677330925081, 0.2194136598935184, 0.17091151930835077, 0.7498534325656112, 0.4956416159428618, 0.6855263374291313, 1.1624930544362873, 0.3261443011363821, 0.1615044145738898, 0.26723781383888967]
318;319;Ардатов;Mordovia;;"[ 0.          0.69616096  0.          0.          0.09837206  0.
  0.          0.71111382  0.          0.          0.          0.
  0.          0.15349709 -0.          0.47657897 -0.          0.52578651
  0.32169654 -0.         -0.          1.25819127  0.8151556   1.2078554
  2.09850006  0.69224499 -0.         -0.        ]";[0.16328314443988637, 0.6774404984111838, 0.026850238392935283, 0.0, 0.1256888852905275, 0.0, 0.06758326500411195, 0.5757914375464902, 0.0, 0.034703429690580594, 0.0, 0.0, 0.0, 0.14236676763252862, 0.0, 0.31947695993276654, 0.0, 0.3944216278732339, 0.5208703032661578, 0.11047024136594685, 0.0, 0.9219581099087053, 0.6286414448292658, 0.9350365746897707, 1.472790129087852, 0.753157413968442, 0.05218516275683472, 0.0]
319;320;Озёры;Moscow Oblast;Ozerskiy;"[ 0.          0.69616096  0.          0.          0.09837206  0.
  0.          0.71111382  0.          0.          0.          0.
  0.          0.15349709 -0.          0.47657897 -0.          0.52578651
  0.32169654 -0.         -0.          1.25819127  0.8151556   1.2078554
  2.09850006  0.69224499 -0.         -0.        ]";[0.2822264806660947, 0.6995024539531512, 0.0, 0.0, 0.07249089555311017, 0.0, 0.07117277128507331, 0.34651667511450274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2067503623007747, 0.010816996204625184, 0.2553758548924321, 0.017314717098162503, 0.24093120593482342, 0.5695794137953136, 0.20482324126015097, 0.02066165616704293, 0.7915495300462139, 0.7496818772144688, 0.8843768000870225, 1.0760706165055496, 0.6359419629706863, 0.057512766459907286, 0.02471439050208056]
320;321;Обнинск;Kaluga;Borovskiy;"[ 0.64607216  0.66798905  0.          0.          0.          0.
  0.09157283  0.35776502  0.          0.          0.          0.
  0.          0.01027183 -0.          0.03168622 -0.         -0.
  0.91673387 -0.         -0.          0.62150537  0.91134969  1.13306887
  0.36768628  0.78003898 -0.         -0.        ]";[0.24003468477489937, 0.6685569603140313, 0.017045495321152872, 0.015393616147851183, 0.0574091775821807, 0.0, 0.04635290598187947, 0.5655044689407305, 0.0, 0.018395178880180715, 0.017045495321152872, 0.0, 0.0, 0.08643760825331173, 0.08658856956158356, 0.3330870541782828, 0.05982000812768388, 0.2849298107977009, 0.4528898203781537, 0.12485822342001225, 0.09717906906267494, 0.8759278688165459, 0.7407034767865368, 1.0274169834448148, 1.3864640067418432, 0.5484692849137258, 0.07785262206497341, 0.1522380428005368]
321;322;Чудово;Novgorod;;"[ 0.44682971  0.60773732  0.13307364  0.          0.13307364  0.
  0.16792024  0.60612224  0.          0.          0.          0.
  0.         -0.         -0.          0.18362445 -0.          0.33953005
  0.57125788 -0.         -0.          0.68521325  0.41636427  0.81131113
  1.16877378  0.65038501 -0.         -0.        ]";[0.3531758345503013, 0.6643030626578781, 0.05783688380256467, 0.021409846072214335, 0.09974994175261007, 0.0, 0.15802598304536264, 0.43402780785502953, 0.0, 0.0, 0.014614493551884948, 0.0, 0.0, 0.11881350691155734, 0.0480199141778656, 0.2093057754344051, 0.06664391579414604, 0.1975871903329965, 0.4132507740786463, 0.19621644362560287, 0.031325989409968016, 0.6152788841005424, 0.5898599271566886, 0.6001204862909855, 0.9326971206302568, 0.451223670868217, 0.12718857833986655, 0.1875613890146537]
322;323;Богучар;Voronezh;Bogucharskiy;"[ 0.51734702  0.5466401   0.14371404  0.          0.31561885  0.
  0.35599379  0.38991523  0.          0.          0.18574771  0.
  0.          0.39078339 -0.         -0.         -0.          0.13869273
  1.08972032  0.10464705 -0.          0.13234196  0.4061539   0.66012084
  0.11346789  0.78352659 -0.         -0.        ]";[0.25057434441241944, 0.6277373955891999, 0.05067122624178755, 0.026096614622341315, 0.24029994759258475, 0.013189537779550157, 0.15436916124985184, 0.4969459728467137, 0.01489296748208101, 0.023901959392276687, 0.06135501385325075, 0.01489296748208101, 0.0, 0.23858512266293638, 0.17288329463102187, 0.24945751321552406, 0.05939576269853684, 0.25572527266357187, 0.5086376516489503, 0.16579655330899298, 0.16169668083012567, 0.6794485703337241, 0.647650880879773, 0.8228182081416533, 1.0692211600180164, 0.4841315098201872, 0.07082054556473152, 0.21771272262723246]
323;324;Братск;Irkutsk;Bratsk;"[ 0.12124707  0.60623536  0.28152698  0.24249414  0.28152698  0.
  0.40277405  0.44866748  0.          0.19217206  0.          0.
  0.         -0.          0.2429555   0.25922695 -0.          0.22530366
 -0.         -0.          0.15048056  0.28820756  0.13683481  0.30262464
  0.69537471  0.18487887 -0.          0.35770543]";[0.08548790060431703, 0.6233302525819759, 0.1941921051363196, 0.08713022953195437, 0.30262818906305244, 0.0, 0.2775253732342945, 0.38103589769317936, 0.06581420460694587, 0.089538784297864, 0.019569736547804716, 0.05717767139414634, 0.0, 0.12497733496599514, 0.12035162288381053, 0.17768303572309005, 0.03474782773494606, 0.11882262866488569, 0.11606398661070959, 0.14046337189084673, 0.07793150859084409, 0.29025019021848697, 0.27183762145363244, 0.3117840566937009, 0.40101506334409703, 0.10846192341008902, 0.0727892167850785, 0.17952529010408458]
324;325;Торопец;Tver;;"[ 0.66027666  0.67981009  0.0919617   0.          0.          0.
  0.0919617   0.2915117   0.          0.          0.          0.
  0.         -0.         -0.         -0.         -0.         -0.
  0.95925621  0.01817201 -0.          0.51147329  0.72737757  0.86095626
  0.1273727   0.85480365 -0.         -0.        ]";[0.40127042834449916, 0.6791372616648969, 0.02717771923507796, 0.0437571484680196, 0.035663199651483714, 0.0, 0.06616670007656437, 0.4044517415688575, 0.0, 0.03242051310393563, 0.003862996629568856, 0.0, 0.0, 0.05822040805154264, 0.06903423646110976, 0.2052113613116169, 0.05753615984884048, 0.20692398424478783, 0.5194099700715136, 0.15419875175592435, 0.06495851318194772, 0.6978350262586968, 0.6256853549769732, 0.7877004841418688, 0.9230314868679069, 0.5948425001120895, 0.06612207779032753, 0.11712589389371139]
325;326;Миасс;Chelyabinsk;Miass;"[ 0.53910895  0.68131885  0.          0.24815115  0.          0.
  0.21374577  0.2762624   0.          0.24815115  0.          0.
  0.          0.0320183   0.38376979 -0.          0.09527524 -0.
  0.1216975   0.85964967  0.10804178 -0.         -0.          0.25615758
 -0.         -0.          0.42624792  0.19319111]";[0.1823729432577132, 0.6548851078745886, 0.016543893418728303, 0.04733672766807138, 0.08279676927521813, 0.0025467790843409846, 0.06966467324307281, 0.5931577762199215, 0.0, 0.03744870578288647, 0.0, 0.0, 0.0, 0.07071962637742188, 0.11762659141695087, 0.33356700798508776, 0.07403963212469752, 0.3816213589517299, 0.3538170607233929, 0.21085106452088417, 0.08997152630512525, 0.8745017646425093, 0.5299288590766038, 0.8682014438925009, 1.395162225859887, 0.5856065204520008, 0.14472163324211074, 0.11988406092305907]
326;327;Симферополь (Крым);Crimea;Simferopolska;"[ 0.40048232  0.44581157  0.27166411  0.24155251  0.33463851  0.16019622
  0.32392152  0.33363146  0.084635    0.19759882  0.25941007  0.20330796
  0.         -0.          0.72073254 -0.          0.08480862 -0.
  0.03242872  0.37066575  0.47160355 -0.         -0.          0.03133869
 -0.         -0.         -0.          0.30578869]";[0.27980858618474946, 0.4865806800600485, 0.14635640499170532, 0.06918978944977981, 0.426052958529635, 0.03825024139540581, 0.2211856412358397, 0.46036216561731963, 0.030710140593809845, 0.1355753943908679, 0.0925883774607021, 0.06946666856315942, 0.005554772146519228, 0.16166300720488916, 0.10464913435880337, 0.08412720915913885, 0.049161641221954294, 0.138161729247917, 0.4977165832442898, 0.07518174770955048, 0.06053191409692296, 0.2583237762815311, 0.23180596158458536, 0.44637657650622287, 0.4208583882862408, 0.5109915853814272, 0.0, 0.045121474369426824]
327;328;Боровичи;Novgorod;Borovichskiy;"[ 0.          0.81445371  0.          0.          0.          0.
  0.          0.58022853  0.          0.          0.          0.
  0.          0.14207284 -0.          0.44597047 -0.          0.31933588
 -0.         -0.         -0.          1.21185254  0.87157721  0.84306359
  1.80195768  0.38642414 -0.         -0.        ]";[0.3531758345503013, 0.6643030626578781, 0.05783688380256467, 0.021409846072214335, 0.09974994175261007, 0.0, 0.15802598304536264, 0.43402780785502953, 0.0, 0.0, 0.014614493551884948, 0.0, 0.0, 0.11881350691155734, 0.0480199141778656, 0.2093057754344051, 0.06664391579414604, 0.1975871903329965, 0.4132507740786463, 0.19621644362560287, 0.031325989409968016, 0.6152788841005424, 0.5898599271566886, 0.6001204862909855, 0.9326971206302568, 0.451223670868217, 0.12718857833986655, 0.1875613890146537]
328;329;Трёхгорный;Chelyabinsk;Trekhgornyj;"[ 0.          0.64374437  0.          0.          0.15749241  0.
  0.          0.74885869  0.          0.          0.          0.
  0.          0.07153628 -0.          0.51115167 -0.          0.47752058
  0.06837549 -0.         -0.          1.07349879  0.63299677  0.9475117
  1.94197344  0.2491245  -0.         -0.        ]";[0.1823729432577132, 0.6548851078745886, 0.016543893418728303, 0.04733672766807138, 0.08279676927521813, 0.0025467790843409846, 0.06966467324307281, 0.5931577762199215, 0.0, 0.03744870578288647, 0.0, 0.0, 0.0, 0.07071962637742188, 0.11762659141695087, 0.33356700798508776, 0.07403963212469752, 0.3816213589517299, 0.3538170607233929, 0.21085106452088417, 0.08997152630512525, 0.8745017646425093, 0.5299288590766038, 0.8682014438925009, 1.395162225859887, 0.5856065204520008, 0.14472163324211074, 0.11988406092305907]
329;330;Асбест;Sverdlovsk;;"[ 0.          0.63537696  0.          0.          0.13682098  0.
  0.          0.7599843   0.          0.          0.          0.
  0.          0.10556372 -0.          0.49849075 -0.          0.55560022
  0.28583188 -0.         -0.          1.21840868  0.70286006  1.14180577
  2.05355567  0.66340708 -0.         -0.        ]";[0.08145428137485804, 0.6254137895858735, 0.00916632366411394, 0.005510301586231294, 0.18243348631084783, 0.00193069564796093, 0.051040443849133664, 0.6650760486999077, 0.0050311133282356, 0.026835299688065854, 0.006500244461033475, 0.0, 0.0, 0.11704341875884901, 0.11110905607669028, 0.4074927662756772, 0.07051229231536786, 0.41564060988669144, 0.3271900963145027, 0.1991744286769409, 0.11175786200014648, 0.9186185594202, 0.5924913574708934, 0.9801027069469098, 1.5837670156622896, 0.526420298136845, 0.1505034296476513, 0.10484967008058588]
330;331;Щучье;Kurgan;Shchuchanskiy;"[ 0.          0.66242406  0.          0.          0.          0.
  0.          0.74912907  0.          0.          0.          0.
  0.          0.03168652 -0.          0.52378056 -0.          0.56233041
  0.17721504 -0.         -0.          1.3812134   0.77312032  1.06022367
  2.20990311  0.69074735 -0.         -0.        ]";[0.31021157551967027, 0.6377798225940902, 0.07919234593955528, 0.054905969726161054, 0.13615683092459865, 0.010407485383471023, 0.2027187417976672, 0.3610524565028789, 0.020814970766942047, 0.07277623167500301, 0.09464389821292878, 0.0, 0.0, 0.18333241794780447, 0.06982515903110004, 0.19960890749177423, 0.01772182226503303, 0.24622344711301913, 0.4751590478825138, 0.2671120695847266, 0.05115194810154642, 0.579441209161587, 0.3862271889257992, 0.560146662448853, 0.8759844773135365, 0.5608239744927093, 0.08863066883718818, 0.18133357220751983]
331;332;Нариманов;Astrakhan;Narimanovskiy;"[ 0.          0.69873164  0.          0.          0.          0.
  0.          0.71538388  0.          0.          0.          0.
  0.          0.04786599 -0.          0.5427739  -0.          0.47206542
 -0.         -0.         -0.          1.44886736  0.89445304  0.93515477
  2.29483722  0.48017763 -0.         -0.        ]";[0.19278190392157535, 0.5988509473253657, 0.12810665316574288, 0.09014533256651766, 0.20101920183840724, 0.0, 0.15224443822295253, 0.578658883505587, 0.0404494162873642, 0.07270536406252831, 0.09259156519521589, 0.02137026933051061, 0.0, 0.14111027809283277, 0.2562067178985268, 0.2710797136183507, 0.07479809189157781, 0.289640111252287, 0.3067914885355175, 0.059832256534252413, 0.20430386152137275, 0.665517628076313, 0.4854383584914146, 0.6903066895429114, 1.1080201920323909, 0.42574116839148135, 0.07503305044016254, 0.28192584787843583]
332;333;Могоча;Zabaykalsky;Mogochinsky District;"[ 0.          0.          0.          0.          0.          0.
  0.          1.          0.          0.          0.          0.
  0.         -0.         -0.          0.32528384  0.19659073  0.69463146
 -0.         -0.         -0.          0.8072081  -0.          0.44571601
  1.62249502  0.56483501 -0.         -0.        ]";[0.0, 0.09221031115523913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8233976832990179, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08565393103420475, 0.19163189567790484, 0.24241188239101333, 0.1725920310441246, 0.5181198484022469, 0.009347923902875538, 0.2343812514823962, 0.19602391025060426, 0.6345114610717493, 0.12606060180126874, 0.31836858099174714, 1.1777142733017598, 0.40345357584184816, 0.054494451352852816, 0.1368141604888075]
333;334;Каменка;Penza;Kamenskiy;"[ 0.66589007  0.71861607  0.          0.          0.          0.
  0.20045288  0.          0.          0.          0.          0.
  0.          0.24042814 -0.         -0.         -0.         -0.
  0.80113854  0.51482836 -0.          0.48259634  0.86754527  0.47362206
 -0.          0.58243748  0.10088969 -0.        ]";[0.4209918637696949, 0.6574850374657715, 0.04484229141683553, 0.05279335372780496, 0.09911392562334052, 0.0, 0.16510266618857478, 0.3663189045563306, 0.008591741324507777, 0.05572345470795127, 0.04144444824086581, 0.013617587815241144, 0.0, 0.12906603832432345, 0.14987629197460198, 0.15737501265684434, 0.09054675702201269, 0.14770742129493455, 0.5527913681107872, 0.3045941059474915, 0.12882440559994346, 0.5821057738892238, 0.6644809322890569, 0.7933013175613776, 0.692652666966704, 0.5646269281229775, 0.13529794938358794, 0.21071776495610295]
334;335;Нытва;Perm;;"[ 0.          0.69606485  0.          0.          0.26990745  0.
  0.          0.66531473  0.          0.          0.          0.
  0.          0.22280051 -0.          0.43318287 -0.          0.41171381
  0.14304097 -0.         -0.          1.04806988  0.76483859  1.0060447
  1.74063368  0.28858755 -0.         -0.        ]";[0.295364165739039, 0.6649680198339663, 0.04903844278243007, 0.012475557265975898, 0.1928550969752586, 0.0, 0.1389805771009249, 0.46156746350097855, 0.002886572148373754, 0.014745622218026925, 0.01727037455468014, 0.0, 0.0, 0.17326135459597447, 0.09327667008650517, 0.22760154434880242, 0.05304916786522832, 0.24666376194208225, 0.45516081088214344, 0.17657261789254514, 0.08829675931228943, 0.6268972535059228, 0.5099317403607668, 0.7503759850240693, 0.9493873060493975, 0.45785856760683813, 0.12180321284677711, 0.1513077003294423]
335;336;Владивосток;Primorsky;Vladivostokskiy;"[ 0.          0.44753083  0.          0.          0.          0.
  0.          0.86244556  0.          0.23643986  0.          0.
  0.          0.96820189  1.27750211 -0.         -0.         -0.
  0.11495217  3.26775795  1.35014357 -0.          0.53610587 -0.
 -0.         -0.          2.01391592 -0.        ]";[0.0, 0.16124198482211874, 0.0, 0.0, 0.015952786308620785, 0.0, 0.0, 0.9156141743038254, 0.0, 0.05497275702231338, 0.0, 0.0, 0.0, 0.1415601051776145, 0.11129312059612355, 0.37197793100547677, 0.13176554176138255, 0.5411886337799586, 0.09029807866739488, 0.3720638647526749, 0.14513365916117785, 0.7509049386532268, 0.10685764734809244, 0.5786236883939937, 1.5000730664025568, 0.4381065148714012, 0.24740185164144948, 0.08358634868343688]
336;337;Альметьевск;Tatarstan;Al'met'evskiy;"[ 0.51220857  0.58087414  0.21544508  0.10772254  0.250124    0.10772254
  0.250124    0.44031189  0.          0.10772254  0.          0.
  0.         -0.         -0.         -0.         -0.         -0.
  0.60146277  0.07263149 -0.         -0.          0.23497272  0.66377907
 -0.          0.50687321 -0.          0.11991153]";[0.16498343813789354, 0.6483341737687999, 0.05873343206463546, 0.043899351236048066, 0.2593036117922224, 0.014230447140472646, 0.1091491988309554, 0.5565984081498823, 0.0, 0.061356506944522625, 0.03197506319300129, 0.008965979964943646, 0.0, 0.15215927536395504, 0.18330231686799614, 0.2894093213908159, 0.1228745865994647, 0.26436847372241534, 0.2142677330925081, 0.2194136598935184, 0.17091151930835077, 0.7498534325656112, 0.4956416159428618, 0.6855263374291313, 1.1624930544362873, 0.3261443011363821, 0.1615044145738898, 0.26723781383888967]
337;338;Верхнеуральск;Chelyabinsk;Verkhneural'skiy;"[ 0.          0.66242406  0.          0.          0.          0.
  0.          0.74912907  0.          0.          0.          0.
  0.          0.03168652 -0.          0.52378056 -0.          0.56233041
  0.17721504 -0.         -0.          1.3812134   0.77312032  1.06022367
  2.20990311  0.69074735 -0.         -0.        ]";[0.1823729432577132, 0.6548851078745886, 0.016543893418728303, 0.04733672766807138, 0.08279676927521813, 0.0025467790843409846, 0.06966467324307281, 0.5931577762199215, 0.0, 0.03744870578288647, 0.0, 0.0, 0.0, 0.07071962637742188, 0.11762659141695087, 0.33356700798508776, 0.07403963212469752, 0.3816213589517299, 0.3538170607233929, 0.21085106452088417, 0.08997152630512525, 0.8745017646425093, 0.5299288590766038, 0.8682014438925009, 1.395162225859887, 0.5856065204520008, 0.14472163324211074, 0.11988406092305907]
338;339;Олонец;Karelia;;"[ 0.6889648   0.52513286  0.          0.          0.          0.
  0.20807897  0.45416531  0.          0.          0.          0.
  0.         -0.         -0.          0.16297677 -0.          0.11350748
  0.67104913 -0.         -0.          0.79092219  0.73942503  0.99991876
  0.87516414  0.77597538 -0.         -0.        ]";[0.23531517865424773, 0.6423442317364415, 0.02116422279108139, 0.0, 0.06331987833596386, 0.0, 0.08310816862638842, 0.5168826910852492, 0.0, 0.00897603365876731, 0.012910494317131867, 0.0, 0.0, 0.18394519529491962, 0.09448733506326873, 0.3190237893348983, 0.08002335513476105, 0.3119818123705385, 0.3022832250397199, 0.24004122250953205, 0.0942039072431815, 0.7746232224196831, 0.6015703020225472, 0.9196977810354283, 1.3150743654205086, 0.413612961118972, 0.1788799027898997, 0.12595793030762803]
339;340;Темников;Mordovia;;"[ 0.          0.69616096  0.          0.          0.09837206  0.
  0.          0.71111382  0.          0.          0.          0.
  0.          0.15349709 -0.          0.47657897 -0.          0.52578651
  0.32169654 -0.         -0.          1.25819127  0.8151556   1.2078554
  2.09850006  0.69224499 -0.         -0.        ]";[0.16328314443988637, 0.6774404984111838, 0.026850238392935283, 0.0, 0.1256888852905275, 0.0, 0.06758326500411195, 0.5757914375464902, 0.0, 0.034703429690580594, 0.0, 0.0, 0.0, 0.14236676763252862, 0.0, 0.31947695993276654, 0.0, 0.3944216278732339, 0.5208703032661578, 0.11047024136594685, 0.0, 0.9219581099087053, 0.6286414448292658, 0.9350365746897707, 1.472790129087852, 0.753157413968442, 0.05218516275683472, 0.0]
340;341;Тамбов;Tambov;Tambovskiy;"[ 0.54632887  0.57852224  0.18870583  0.25254328  0.24250533  0.
  0.32554466  0.2852084   0.          0.14600276  0.          0.
  0.         -0.          0.51899273 -0.          0.35630625 -0.
  0.22351061  1.02223972  0.09372307 -0.         -0.         -0.
 -0.         -0.          0.82851155  0.30181045]";[0.16623248259493786, 0.6727376768344104, 0.03940043915299262, 0.036077610990679666, 0.1476950881119116, 0.0, 0.05894884337231338, 0.5983795363504691, 0.0, 0.02085753670997028, 0.0, 0.0, 0.0, 0.08462037739354922, 0.07414181799878912, 0.3575952116456665, 0.05090089242529733, 0.3598339823012135, 0.3197603659785546, 0.14603424599056297, 0.013389010364643452, 0.9320003187445128, 0.6116593953914735, 0.8608726985022581, 1.4642427227763473, 0.5234153041774798, 0.11835879258485474, 0.043115778433224304]
341;342;Серафимович;Volgograd;;"[ 0.          0.67528913  0.          0.          0.26054753  0.
  0.          0.68999969  0.          0.          0.          0.
  0.          0.21154697 -0.          0.46606329 -0.          0.42802889
  0.37021598 -0.         -0.          1.00572391  0.72256688  1.10931433
  1.78109265  0.51578362 -0.         -0.        ]";[0.1572036700145179, 0.6350934704360623, 0.051742240618143046, 0.02217239273466455, 0.24482362056418516, 0.005937496736204603, 0.07591292786544745, 0.5864420815122925, 0.02446682863835242, 0.060290050066227244, 0.03999082874705048, 0.009167253367714791, 0.004052972051873583, 0.1482774572052051, 0.12260861248079331, 0.321038374198386, 0.049304764738580274, 0.319645966575175, 0.3919422877017042, 0.15080027889464903, 0.10034192079061945, 0.78173011191301, 0.5572053720006109, 0.8293896110108413, 1.286694448861915, 0.48827289538334884, 0.10633632499880027, 0.07606252699534716]
342;343;Сегежа;Karelia;Segezhsky District;"[ 0.          0.59857468  0.          0.          0.          0.
  0.          0.80106701  0.          0.          0.          0.
  0.          0.04891244 -0.          0.5702843  -0.          0.58001636
  0.05696066 -0.         -0.          1.23103341  0.71069175  1.14655442
  2.30522999  0.47201747 -0.         -0.        ]";[0.23531517865424773, 0.6423442317364415, 0.02116422279108139, 0.0, 0.06331987833596386, 0.0, 0.08310816862638842, 0.5168826910852492, 0.0, 0.00897603365876731, 0.012910494317131867, 0.0, 0.0, 0.18394519529491962, 0.09448733506326873, 0.3190237893348983, 0.08002335513476105, 0.3119818123705385, 0.3022832250397199, 0.24004122250953205, 0.0942039072431815, 0.7746232224196831, 0.6015703020225472, 0.9196977810354283, 1.3150743654205086, 0.413612961118972, 0.1788799027898997, 0.12595793030762803]
343;344;Жиздра;Kaluga;;"[ 0.64607216  0.66798905  0.          0.          0.          0.
  0.09157283  0.35776502  0.          0.          0.          0.
  0.          0.01027183 -0.          0.03168622 -0.         -0.
  0.91673387 -0.         -0.          0.62150537  0.91134969  1.13306887
  0.36768628  0.78003898 -0.         -0.        ]";[0.24003468477489937, 0.6685569603140313, 0.017045495321152872, 0.015393616147851183, 0.0574091775821807, 0.0, 0.04635290598187947, 0.5655044689407305, 0.0, 0.018395178880180715, 0.017045495321152872, 0.0, 0.0, 0.08643760825331173, 0.08658856956158356, 0.3330870541782828, 0.05982000812768388, 0.2849298107977009, 0.4528898203781537, 0.12485822342001225, 0.09717906906267494, 0.8759278688165459, 0.7407034767865368, 1.0274169834448148, 1.3864640067418432, 0.5484692849137258, 0.07785262206497341, 0.1522380428005368]
344;345;Валдай;Novgorod;;"[ 0.44089912  0.6151441   0.          0.          0.08401395  0.
  0.19507435  0.61813701  0.          0.          0.          0.
  0.          0.06852672 -0.          0.2243506  -0.          0.26278217
  0.80963827 -0.         -0.          0.82813431  0.84671797  1.2335648
  1.34943174  0.81331014 -0.         -0.        ]";[0.3531758345503013, 0.6643030626578781, 0.05783688380256467, 0.021409846072214335, 0.09974994175261007, 0.0, 0.15802598304536264, 0.43402780785502953, 0.0, 0.0, 0.014614493551884948, 0.0, 0.0, 0.11881350691155734, 0.0480199141778656, 0.2093057754344051, 0.06664391579414604, 0.1975871903329965, 0.4132507740786463, 0.19621644362560287, 0.031325989409968016, 0.6152788841005424, 0.5898599271566886, 0.6001204862909855, 0.9326971206302568, 0.451223670868217, 0.12718857833986655, 0.1875613890146537]
345;346;Евпатория;Crimea;Yevpatoriiska;"[ 0.19974458  0.58953375  0.12247283  0.          0.35428808  0.
  0.23181526  0.60378456  0.          0.23181526  0.          0.
  0.          0.10679183 -0.          0.04231988 -0.          0.29570075
  0.93627487 -0.         -0.          0.57829215  0.07986835  0.49622852
  0.73667894  1.28960083 -0.         -0.        ]";[0.27980858618474946, 0.4865806800600485, 0.14635640499170532, 0.06918978944977981, 0.426052958529635, 0.03825024139540581, 0.2211856412358397, 0.46036216561731963, 0.030710140593809845, 0.1355753943908679, 0.0925883774607021, 0.06946666856315942, 0.005554772146519228, 0.16166300720488916, 0.10464913435880337, 0.08412720915913885, 0.049161641221954294, 0.138161729247917, 0.4977165832442898, 0.07518174770955048, 0.06053191409692296, 0.2583237762815311, 0.23180596158458536, 0.44637657650622287, 0.4208583882862408, 0.5109915853814272, 0.0, 0.045121474369426824]
